county,confirmed,deaths,state,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,percent_uninsured,percent_some_college,percent_unemployed,percent_children_in_poverty,percent_single_parent_households,percent_severe_housing_problems,overcrowding,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,percent_uninsured_2,median_household_income,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,population_2,percent_less_than_18_years_of_age,percent_65_and_over,percent_black,percent_asian,percent_hispanic,percent_female,percent_rural
Dyer,7,0,Tennessee,20.921690203,22.953545083,40.3,61.612103822,13.581419223,9.8306308672,54.291439386,4.5692468748,26,40.125714286,12.204855338,3.0262720319,16.8,15.1,35.684727535,12.362599457,44302,51.30442573,62.134387352,37320,23.920150054,17.593783494,14.078242229,0.7931404073,3.5557341908,51.784565916,42.864223295
Eagle,333,5,Colorado,12.262054388,12.546902347,12.9,97.844703719,22.054944532,12.249933178,71.436657987,2.7315160052,8.1,21.672084688,18.223105308,3.6048822027,2.4,6.6,23.58048243,13.754270876,86896,259.92183741,70.597183099,54993,21.799138072,11.557834633,0.9928536359,1.3128943684,29.823795756,46.975069554,19.983907121
Early,62,1,Georgia,24.8050232,21.019109913,43.5,58.666424419,12.094258753,14.714898835,61.946902655,4.5833333333,40.4,59.976387249,19.627329193,5.8385093168,19.4,20.7,42.014790767,18.586249341,34984,31.412072865,65.850073493,10247,25.109788231,19.010442081,50.971015907,0.7221625842,2.3128720601,53.332682736,65.952034884
East Baton Rouge,621,14,Louisiana,19.990470496,18.269947005,31.9,97.500289660000007,21.788807468,8.6096245283,66.976645073,4.3174032829,23.8,45.536167544,18.189368771,2.4145704794,11.6,17.2,35.469003774,10.784480666,52945,401.85711427,58.890315116,440956,22.661444679,14.180099602,46.532080298,3.3738060033,4.2042743494,52.238091782,6.8759641139
East Feliciana,22,0,Louisiana,20.701473383,20.675796687,34.8,46.775546455,18.335726446,8.2082517584,34.893870264,4.6703296703,24.1,38.718820862,12.170087977,3.57771261,17,15.6,38.904095662,9.8763045999,45174,20.213461748,81.683681018,19305,18.275058275,17.720797721,42.486402486,0.3315203315,1.667961668,45.682465682,100
Eaton,53,2,Michigan,14.071035291,17.176635533,37,71.691459646,20.235652814,5.5236411843,72.262470757,3.4692731548,12.2,32.664217616,12.71919836,1.7308130266,9.8,11.2,35.946240481,6.5917991071,66716,161.94803285,71.905834647,109826,20.679984703,18.578478684,6.6687305374,2.4675395626,5.4804873163,50.857720394,37.971770339
Eau Claire,16,0,Wisconsin,13.054937601,16.445144577,30.8,80.735496678,26.702074343,6.4997182896,75.055397278,2.6062753036,12.6,23.757995479,14.116915423,1.2686567164,8.9,11,31.617908193,7.3356611023,60111,229.81390854,63.170809511,104534,20.401974477,15.663803165,1.1364723439,4.395699007,2.5561061473,50.593108461999996,23.000729217
Ector,22,0,Texas,20.904542569,14.225831664,32.3,71.059578502,19.949437185,21.127023975,48.973638956,2.6887656815,17.9,34.113932099,16.192345437,5.6035328754,7.7,9.8,31.471434771,25.894949232,60431,241.19739857,65.633060015,162124,30.134958427,9.7209543313,4.3879993092,1.2323900225,61.338234931,49.122276776,9.4552614308
Edgecombe,5,0,North Carolina,24.725769774,20.794787648,38,58.501909747,12.156950191,12.074065168,48.784736624,6.761418518,37,58.364466584,20.682302772,3.7194977493,16.4,24.1,39.572850351,15.495345745,38818,64.881720503,59.365495297,52005,22.518988559,19.71541198,57.231035477,0.3153542929,4.7726180175,53.781367176,45.306974112
Edgefield,5,0,South Carolina,18.941104075,16.655441499,38.3,42.808967945,16.310867757,13.257006683,43.673647469,3.4731448093,25,47.883002659,12.328013209,2.5756741882,17.6,13.5,38.017021244,15.892894209,48818,12.990182171,72.989076465,27052,18.091083839,18.756469023,35.091675292,0.5360047316,6.0439154221,46.310808813,73.311098759
Edmonson,5,0,Kentucky,22.591101959,21.710388229,36.2,43.105007812,15.866140852,7.6716016151,53.043478261,5.2999178307,22.1,29.461130742,15.180467091,2.7176220807,16.7,14.3,37.770157913,8.5856546898,43151,11.763954551,80.167826443,12274,18.355874206,20.743034056,1.8901743523,0.4481016783,1.344305035,49.804464722,100
Effingham,7,0,Georgia,14.283842538,16.27983515,39.9,62.631578947,17.419500898,13.605184371,57.479489236,3.3049289891,12.3,23.665938022,11.339930463,2.6210216635,10,9.6,36.085969366,16.896476847,65793,10.066901189,75.821172336,62190,26.4737096,11.612799485,13.759446856,1.1320147934,4.8174947741,50.154365654,67.052631579
El Dorado,22,0,California,12.034088656,11.220360679,22.5,89.581239161,22.291603605,5.4030715273,70.993512276,3.5702977432,9,20.924652056,18.910114023,2.095365023,8.2,10.7,30.577216959,6.2993385961,81869,113.89489814,76.606141213,190678,19.835009807,21.181782901,0.889982064,4.6995458312,12.922308814,50.130062199,34.699930409
El Paso,374,18,Colorado,12.590610915,14.264909913,22.3,88.350424178,16.585149343,7.610916447,74.94438681,3.9361108804,13.2,27.276902887,16.008103338,2.4951861361,6.6,11.8,28.964562828,9.3010872497,67923,236.94730652,63.7637689,713856,24.103460642,12.756494307,6.0685908643,3.1327046351,17.457582482,49.46880043,8.9343251969
El Paso,103,0,Texas,26.804180447,13.836055884,28.6,81.761375488,16.859143745,22.615213331,65.096005926,4.2382273011,28.9,37.502592733,18.267888224,5.8470248456,9.6,9.6,36.437795096,29.129648557,43948,462.08116059,61.423883428,840758,27.118386028,12.261792335,3.0509373684,1.3480692423,82.950266307,50.733266885,2.1743664811
Elbert,6,0,Colorado,10.793960606,12.732064686,28,56.250541454,19.393361717,7.7903486493,74.051813472,2.8403395041,7.2,14.692982456,13.535589265,1.9719953326,6,7.4,25.616058731,8.4071070389,98247,14.224635819,89.719212912,26282,21.756335134,16.402861274,1.2594170915,1.1262461,7.1988433148,49.47873069,100
Elkhart,31,3,Indiana,19.81106105,19.885998828,33.6,73.202941906,16.554607048,14.192814177,49.106879679,2.5905889031,16,31.176114514000002,13.541372494,2.8170008472,12.6,10.7,32.054297059,16.538089408,59251,179.02883955,68.829929904,205560,27.517513135,14.731465266,5.6742556918,1.1855419342,16.297917883,50.57550107,20.587267601
Elko,8,1,Nevada,17.700705795,17.184164044,29.1,68.591503134,23.22199511,13.13466259,57.121096725,3.2709591867,10.1,26.807376762,9.8183881952,3.4903518729,10.2,8.7,32.810982921,14.820709671,79134,129.595164,72.325870647,52460,27.255051468,11.328631338,1.0903545559,1.3038505528,24.416698437,48.07091117,37.85079274
Ellis,29,2,Texas,15.928453688,13.138732445,38,65.958826282,16.544541258,18.206710911,61.154074955,3.2957135709,14,22.321092591,14.441037078,3.6149056779,12.5,13.6,33.612983876,21.597270148,76792,119.1517333,72.994269341,179436,26.722619764,12.807351925,10.815555407,0.8175616933,26.644040215,50.67154863,31.975135352
Elmore,19,0,Alabama,18.633862824,17.45250185,34.3,51.730703756,15.852900191,8.6557164469,54.726881335,3.4475345963,16.3,31.288883995,11.370716511,1.1422637591,15.8,13.3,38.424326238,11.002439755,60367,57.061953869,73.705521051,81887,22.239183265,15.142818762,21.214600608,0.7095143307,3.0126882167,51.658993491,54.18836614
Elmore,10,0,Idaho,16.42678851,15.604280681,35.2,88.346031511,17.32092872,13.520624303,65.434906197,3.2585844429,20.1,28.685318893,14.292980671,2.8484231943,10.9,13.4,30.295283319,17.284419946,49344,67.631458719,58.065143413,27259,25.510840456,13.478117319,2.9825011923,3.1292417183,17.381415312,47.576947063,26.88438494
Emmet,7,2,Michigan,13.798117145,16.529075452,27.3,87.569584633,19.92217793,7.7009708738,73.185816383,5.8907066576,11.4,27.589900536,14.280664546,1.555319901,8.5,12.1,33.790679285,8.879350468,58891,152.15267599,73.314955203,33308,19.139546055,22.532124415,0.7325567431,0.5974540651,1.6872823346,50.720547616,74.88835872
Erath,9,1,Texas,19.089107038,15.636347626,25.8,64.534177883,20.26117626,23.418850744,66.345216166,3.0744803695,20.1,26.469565217,22.437477985,3.1701303276,16.4,17.7,30.709145456,26.500373537,47087,53.218834561,64.400830886,42446,20.513122556,14.170946615,1.7669509494,0.8528483249,21.684022052,51.034255289,46.320929005000004
Erie,808,22,New York,15.947174471,17.253724261,30.1,96.282207521,22.023644542,4.4900963057,72.850309131,4.4140661997,19.2,36.706090595,14.862076172,1.0709994253,11.1,12.7,36.484962909,5.2986794094,56375,1170.0493989,64.777605602,919719,20.233571341,17.94591609,13.092585888,3.7255944479,5.6983709155,51.621962795,9.4038344359
Erie,6,1,Ohio,17.230079753,18.225071434,33.2,85.486319231,18.767236325,6.3217799719,63.35483871,5.6042588129,16.9,39.552141648,11.72392058,0.5326189726,12,14.2,38.241998784,7.0134545706,53135,81.738861669,69.013769528,74615,20.202372177,21.899081954,8.5639616699,0.8014474301,4.5674462239,51.161294646,26.478029035
Erie,19,0,Pennsylvania,18.196010488,20.296875591,34,88.35781955,21.934636745,6.4467474785,60.320686203,4.7091134148,21.4,40.554066434,14.076059794,1.4403198691,9.5,13.9,38.360556978,7.5070553848,48453,191.08588541,65.800090868,272061,21.376088451,17.973910263,7.299098364,1.8466446863,4.3519651843,50.609238369,20.019531946
Escambia,118,1,Florida,18.826302309,20.245830172,29.3,73.199291712,19.824219199,11.383121915,67.689727889,3.5423749811,24.4,38.396545542,12.635254559,1.125145493,13.1,16.9,36.323970962,13.548804208,50644,256.80440351,61.140306552,315534,20.848466409,16.843826656,22.718312448,3.4075567134,5.8196581034,50.503273815,8.3022253284
Essex,1400,25,Massachusetts,13.395284216,11.74006476,24.8,95.733483682,20.772700056,3.7921392098,67.455345064,3.4202011226,13.3,33.533230404,18.660029831,2.032675431,9.7,7.2,34.227013073,4.5583566721,76373,206.8554659,64.084480573,790638,21.310384778,17.049016111,3.3833435782,3.8992560439,21.871577131,51.77767828,4.2440446795
Essex,3584,155,New Jersey,18.705065516,14.235389268,29.1,99.731111817,16.211950774,11.540175169,61.874745739,5.1739280794,21,43.535327708,28.669314441,4.2310719908,10.6,16.3,44.13243905,14.267689492,62875,1347.4424419,44.20251892,799767,23.629006948,13.570452394,38.628000405,5.7961881398,23.546482913,51.865480821,0.0145413913
Essex,7,0,New York,11.420024915,13.756577864,28.8,100,19.843733197,5.2979892955,58.356039964,4.8834758168,16.1,35.665914221,13.464052288,2.2549019608,10.6,9.5,33.549363319,6.1029820337,54376,91.058522134,75.61102107,37300,16.252010724,23.439678284,2.3243967828,0.7855227882,3.0080428954,48.378016086,74.856489713
Etowah,26,3,Alabama,21.483864058,20.147398601,35.5,49.494398161,14.030530522,12.46599573,55.234253305,4.1024689066,28.8,37.266487887,11.222165992,1.6194331984,15.7,14.6,40.835593923,15.963500622,44903,140.04365706,71.90344792,102501,21.460278436,19.011521839,15.483751378,0.8312114028,4.0155705798,51.55852138,37.483481758
Evangeline,19,0,Louisiana,24.988649849,24.478974131,39.3,56.147010358,18.634223207,10.020785472,36.954413191,5.7789569687,34.2,43.406072106,16.680707666,3.3698399326,20.1,17.8,37.828128461,13.132372215,34113,37.521624211,65.762177413,33443,25.048590138,15.33056245,27.35101516,0.5083276022,3.8423586401,49.164249619,61.093455744
Fairbanks North Star,46,0,Alaska,11.956412748,15.853578868,30,100,22.848799388,13.238400934,72.445739352,5.8024771697,9.4,28.346028292,23.792663929,5.5657838833,6.2,12.5,30.208488309,15.154542818,74268,107.78021727,58.507928683,98971,24.109082458,10.310090835,4.9004253771,3.4909215831,8.3670974326,46.135736731,30.870763776
Fairfax,387,2,Virginia,9.9858457012,9.3661598787,21.7,99.606277375,16.883838938,9.0231821443,80.533676758,2.4308624325,7.2,19.298630096,14.13336384,3.2158836689,6.4,4.9,32.270671456,10.774543538,122035,842.46434404,68.030939518,1150795,23.389222233,13.455046294,9.8159967675,20.211071477,16.390060784,50.39333678,1.3939759237
